continentLabel,mountainLabel,latitude,longitude
Америка,Tacora,-17.716666666,-69.766666666
Америка,Tacora,-17.716666666,-69.766666666
Америка,Tacora,-17.716666666,-69.766666666
Америка,Morne Diablotins,15.503333333,-61.397222222
Америка,Pichu Pichu,-16.441138888,-71.240388888
Америка,Hualca Hualca,-15.720277777,-71.860555555
Америка,Кофре де Пероте,19.491944444,-97.15
Америка,Auyán Tepuy,5.9008721,-62.5499729
Америка,Mount Saint Catherine,12.162222222,-61.675277777
Америка,Volcán Cerro Negro,12.5078224,-86.7032877
Америка,Тупунгато,-33.358555555,-69.770416666
Америка,Тупунгато,-33.358555555,-69.770416666
Америка,Aprada Tepuy,5.4103248,-62.4477168
Америка,Falso Azufre,-26.8,-68.37
Америка,Falso Azufre,-26.7997,-68.3629
Америка,Soufrière,16.0438,-61.6634
Америка,Маунт Сенери,17.635,-63.239166666
Америка,Cerro Autana,4.855029,-67.449737
Америка,El Peñón de Guatapé,6.2194517,-75.1791552
Америка,Ptarí Tepuy,5.7668839,-61.810655
Америка,Kukenán Tepuy,5.2016469,-60.828209
Америка,Cerro Aracamuni,1.5675,-65.88111111
Америка,Cerro Aracamuni,1.5093,-65.6332
Америка,Cerro Aracamuni,1.63,-65.873
Америка,Upuigma Tepuy,5.0863207,-61.9561543
Америка,Miñiques Volcano,-23.816666666,-67.766666666
Америка,Yuruaní Tepuy,5.3114005,-60.8630608
Америка,Venamo Tepuy,5.9787292,-61.3978243
Америка,Aparamán Tepuy,5.8869465,-62.1306593
Америка,Araopán Tepuy,5.4397611,-62.3939438
Америка,Tramen Tepuy,5.4050172,-61.0055934
Америка,Inacaliri,-21.98,-68.07
Америка,Wadaka Piapó Tepuy,5.3156042,-60.9230833
Америка,Cerro Guaiquinima,5.80934,-63.7459
Америка,Sierra Negra,-0.83,-91.17
Америка,Las Cumbres,-0.37,-91.543333333
Америка,Mount Blackburn,61.731908333,-143.439297222
Америка,Чилес,0.82111111,-77.935
Америка,Sara Sara,-15.323527777,-73.449361111
Америка,Payun Matru,-36.42,-69.2
Америка,Solimana,-15.41,-72.893111111
Америка,Aguas Calientes,-23.368333333,-67.685
Америка,Ticsani,-16.7675,-70.5997
Америка,Caichinque,-23.95,-67.733333333
Америка,Cerro Negro de Mayasquer,0.8275,-77.964444444
Америка,Santa Isabel,4.81666667,-75.36666667
Америка,Copiapó volcano,-27.3056,-69.1317
Америка,Copiapó volcano,-27.30583333,-69.13083333
Америка,Cordón de Puntas Negras,-23.742777777,-67.534166666
Америка,Sacabaya,-18.616666666,-68.75
Америка,Lautaro,-49.019,-73.504
Америка,Miñiques Volcano,-23.816666666,-67.766666666
Америка,Cerro Paniri,-22.059166666,-68.228333333
Америка,Sierra Velluda,-37.466666666,-71.433333333
Америка,Cerro El Centinela,32.621944444,-115.709722222
Америка,Nevado Tres Cruces Central,-27.068638888,-68.786472222
Америка,Alto de Letras,5.050101888,-75.330402194
Америка,Sierra Bermeja,17.998333333,-67.110555555
Америка,Q31840060,-17.300003333,-64.933333333
Америка,Yucamane,-17.18,-70.2
Америка,Q126724800,4.9287491,-75.3238117
Америка,Калбуко,-41.332777777,-72.611111111
Америка,Planchón-Peteroa,-35.2728,-70.5817
Америка,Planchón-Peteroa,-35.2542,-70.5717
Америка,Planchón-Peteroa,-35.24,-70.57
Антарктида,Bridgeman Island,-62.066666666,-56.733333333
Антарктида,Еребус,-77.533333333,167.283333333
Антарктида,Mount Overlord,-73.166666666,164.6
Антарктида,Mount Rittmann,-73.45,165.5
Антарктида,Zurn Peak,-75.733333333,-115.666666666
Антарктида,Ongal Peak,-62.658611111,-60.1175
Антарктида,Mount Steere,-76.7,-117.8
Антарктида,Charles Peak,-79.733333333,-83.183333333
Антарктида,Gaussberg,-66.8,89.183333333
Антарктида,Mount Murphy,-75.3,-110.7
Антарктида,Mount Takahe,-76.3,-112.1
Антарктида,Springer Peak,-79.4,-84.883333333
Антарктида,Mount Morning,-78.50167,163.539163
Антарктида,Mount Morning,-78.366666666,165.016666666
Антарктида,Mount Shinn,-78.463611111,-85.724722222
Антарктида,Mount Ellsworth,-85.75,-161.0
Антарктида,Brown Peak,-67.433333333,164.766666666
Антарктида,Sponholz Peak,-80.133333333,-83.0
Антарктида,Deacon Peak,-62.1,-57.95
Антарктида,Mount Sidley,-77.04,-126.1
Антарктида,Moulder Peak,-80.083333333,-83.033333333
Антарктида,Rullman Peak,-79.216666666,-84.538888888
Антарктида,Courtney Peak,-79.2333,-83.5833
Антарктида,Carnell Peak,-79.466666666,-85.283333333
Антарктида,Mount Terror,-77.516666666,168.533333333
Антарктида,Chappell Peak,-79.95,-82.9
Антарктида,Mount Dallmann,-71.75,10.3
Антарктида,Deacon Hill,-60.56666667,-45.8
Антарктида,Deacon Hill,-60.55266667,-45.79
Антарктида,Olavtoppen,-54.404555555,3.350194444
Антарктида,Mount Berlin,-76.055,-135.825
Антарктида,Håhellerskarvet,-71.95,6.13333
Антарктида,Paulet Island,-63.583333333,-55.783333333
Антарктида,Масив Винсън,-78.525555555,-85.617222222
Антарктида,Еребус,-77.533333333,167.283333333
Антарктида,Mount Siple,-73.433333333,-126.666666666
Антарктида,Edinburgh Hill,-62.5425,-60.0169
Антарктида,Mount Melbourne,-74.333333333,164.7
Антарктида,Beaudoin Peak,-79.8,-81.0
Антарктида,Urban Point,-79.8,-82.0
Антарктида,Bingham Peak,-79.4333,-84.7833
Антарктида,Hessler Peak,-79.616666666,-84.033333333
Антарктида,Hall Peak,-79.4833,-83.75
Антарктида,Eley Peak,-79.638888888,-84.343055555
Антарктида,Mount Fordell,-80.316666666,-82.15
Антарктида,Elvers Peak,-79.866666666,-83.55
Антарктида,Ridge A,-81.5,73.5
Антарктида,Minaret Peak,-80.25,-82.3667
Антарктида,Mount Markham,-82.85,161.35
Антарктида,Mount Markham,-82.85,161.35
Антарктида,Mount Rossman,-79.7833,-82.8
Антарктида,Mount Discovery,-78.366666666,165.016666666
Антарктида,Mount Moulton,-76.05,-135.133333333
Антарктида,Mount Frakes,-76.8,-117.7
Антарктида,Mount Hampton,-76.483333333,-125.8
Антарктида,Kraul Mountains,-73.333333333,-14.166666666
Антарктида,Kraul Mountains,-73.16667,-14.0
Антарктида,Mount Moore,-80.42416667,-97.80833333
Антарктида,Lippert Peak,-79.9833,-81.9333
Антарктида,Maagoe Peak,-79.55,-85.0
Антарктида,Mount Kirkpatrick,-84.333333333,166.416666666
Антарктида,Mount Baxter,-74.372,162.542
Антарктида,Mount Black Prince,-71.78166,168.24583
Антарктида,Mount Capley,-79.533333333,-83.216666666
Антарктида,Mount Dickerson,-84.333333333,167.133333333
Антарктида,Mount Dolence,-79.85,-83.2
Антарктида,Mount Foster,-62.996666666,-62.548611111
Антарктида,Mount Geissel,-80.416666666,-81.783333333
Антарктида,Mount Minto,-71.78666333,168.75
Антарктида,Mount Nansen,-74.55,162.6
Антарктида,Mount Peacock,-72.21667,169.45
Антарктида,Mount Peacock,-72.21666667,169.45
Антарктида,Mount Rodger,-79.7,-83.566666666
Антарктида,Mount Rosenthal,-80.05,-83.25
Антарктида,Mount Royalist,-71.78333333,168.5
Антарктида,Mount Shattuck,-80.433333333,-81.466666666
Антарктида,Mount Simmons,-80.366666666,-81.75
Антарктида,Mount Sporli,-79.544166666,-83.634444444
Антарктида,Mount Vaughan,-85.916666666,-155.833333333
Антарктида,Mount Victor,-72.6,31.26666667
Антарктида,Mount Tyree,-78.411666666,-85.861944444
Антарктида,Mount Waesche,-77.166666666,-126.9
Антарктида,Mount Menzies,-73.5,61.833333333
Антарктида,Navigator Peak,-79.375,-85.8
Антарктида,Pardue Peak,-79.1,-86.516666666
Антарктида,Parrish Peak,-79.9167,-82.0167
Антарктида,Mount Woollard,-80.55,-96.716666666
Антарктида,Mount Bursik,-79.716666666,-84.383333333
Антарктида,Gliozzi Peak,-80.0167,-81.5167
Антарктида,Gneiskopf Peak,-71.933333333,12.116666666
Антарктида,Guarcello Peak,-79.9167,-83.1667
Антарктида,Pierce Peak,-84.86666667,-63.15
Антарктида,Pierce Peak,-84.866,-63.15
Антарктида,Linder Peak,-79.8667,-83.2
Антарктида,Mount Jackson,-71.3833,-63.3667
Антарктида,Mount Jackson,-71.36412,-63.41217
Антарктида,High Nunatak,-80.052777777,-82.618888888
Антарктида,Mount Ajax,-71.8,168.45
Антарктида,Fremouw Peak,-84.2833,164.333
Антарктида,Fremouw Peak,-84.28333,164.33333
Антарктида,Mount Lister,-78.066666666,162.683333333
Антарктида,Pojeta Peak,-79.466666666,-84.683333333
Антарктида,Robinson Peak,-79.3833,-83.9667
Антарктида,Schoeck Peak,-79.8833,-82.85
Антарктида,Seaquist Peak,-79.75,-81.3333
Антарктида,Skelly Peak,-79.371111111,-85.366666666
Антарктида,Strong Peak,-79.933333333,-82.3
Антарктида,Sutton Peak,-79.81666667,-82.56666667
Антарктида,Telerig Nunatak,-62.493055555,-59.925833333
Антарктида,Toney Mountain,-75.8,-115.816666666
Антарктида,Mount William,-64.7833,-63.6833
Антарктида,Mount William,-64.78454,-63.6687
Антарктида,The Pleiades,-72.666666666,165.5
Антарктида,Mount Haddington,-64.216666666,-57.633333333
Антарктида,Mount Bird,-77.266666666,166.75
Антарктида,Mount Codrington,-66.3,52.866666666
Антарктида,Mount Craddock,-78.633333333,-85.2
Антарктида,Mount Epperly,-78.43333,-85.88333
Антарктида,Mount Epperly,-78.45,-85.85
Антарктида,Mount Francais,-64.633333333,-63.45
Антарктида,Mount Fridtjof Nansen,-85.35,-167.55
Антарктида,Mount Fridtjof Nansen,-85.3475,-167.54916667
Антарктида,Mount Gardner,-78.3833,-86.0333
Антарктида,Mount Gardner,-78.405,-85.965
Антарктида,Mount Hope,-83.75,171.0
Антарктида,Mount Hope,-83.51667,171.26667
Антарктида,Mount Joyce,-75.6,160.816666666
Антарктида,Mount Joyce,-75.6,160.817
Антарктида,Mount Kaplan,-84.55,175.316666666
Антарктида,Mount Mackintosh,-74.3333,162.25
Антарктида,Mount Mackintosh,-74.3333,162.25
Антарктида,Mount Marwick,-71.1,163.15
Антарктида,Mount Nivea,-60.5833,-45.4833
Антарктида,Mount Nivea,-60.58042,-45.4793
Антарктида,Mount Shackleton,-65.216666666,-63.933333333
Антарктида,Mount Shackleton,-65.20736,-63.92125
Антарктида,Mount Slaughter,-78.6167,-85.6333
Антарктида,Mount Slaughter,-78.61,-85.62
Антарктида,Mount Terra Nova,-77.5167,167.95
Антарктида,Chernushka Nunatak,-71.5833,12.0167
Антарктида,Chervov Peak,-71.8333,10.55
Антарктида,хълм Честър,-62.6365,-61.0849
Антарктида,Chisel Peak,-67.6667,-67.7
Антарктида,Chopin Hill,-71.6667,-73.8167
Антарктида,Chopin Ridge,-62.15,-58.1333
Антарктида,Chopin Ridge,-62.1457,-58.13221
Антарктида,Christoph Nunatak,-74.8167,-73.7833
Антарктида,Chuan Peak,-77.4833,168.35
Антарктида,Cinder Hill,-77.2667,166.417
Антарктида,Cinder Hill,-77.28333,166.43333
Антарктида,Clark Nunatak,-62.6677,-60.9104
Антарктида,Clark Nunatak,-62.66667,-60.58333
Антарктида,Clarkson Peak,-83.3167,164.567
Антарктида,Claydon Peak,-83.4167,162.05
Антарктида,Clem Nunatak,-78.5167,160.667
Антарктида,Cletrac Peak,-64.3333,-59.6333
Антарктида,Clifford Peak,-64.5667,-62.8833
Антарктида,Clingman Peak,-73.8333,161.2
Антарктида,Cléry Peak,-65.05,-63.9667
Антарктида,Coblentz Peak,-66.1167,-65.1333
Антарктида,Cockscomb Buttress,-60.6167,-45.7
Антарктида,Cockscomb Hill,-62.0833,-58.5
Антарктида,Cockscomb Hill,-62.07378,-58.47363
Антарктида,Cole Peak,-85.75,-136.633
Антарктида,Coleman Peak,-77.4833,167.483
Антарктида,Collins Peak,-72.9667,167.817
Антарктида,Colosseum Ridge,-79.7833,156.333
Антарктида,Coloured Peak,-85.5,-156.333
Антарктида,Conard Peak,-72.3667,167.433
Антарктида,Confluence Cone,-68.9333,-66.6667
Антарктида,Constellation Dome,-81.1,160.217
Антарктида,Contact Peak,-67.7667,-67.4833
Антарктида,Cook Summit,-64.4,-62.4
Антарктида,Cooper Nunatak,-79.75,159.183
Антарктида,Copland Peak,-71.45,-73.2667
Антарктида,Corelli Horn,-70.7,-69.8167
Антарктида,Corner Peak,-63.5833,-58.65
Антарктида,Cornerpost Peak,-71.95,164.667
Антарктида,Coughran Peak,-77.5333,168.883
Антарктида,Court Nunatak,-73.3667,-61.6
Антарктида,Cowie Nunatak,-77.1333,160.367
Антарктида,Cox Nunatak,-82.4333,-50.5667
Антарктида,Crandall Peak,-71.45,168.683
Антарктида,Cranfield Peak,-83.6333,160.9
Антарктида,Cressey Peak,-85.4833,-143.167
Антарктида,Crimson Hill,-62.95,-60.6
Антарктида,Crookes Peak,-66.2333,-65.3
Антарктида,Crosscut Peak,-72.3667,166.317
Антарктида,Crown Peak,-63.5667,-58.55
Антарктида,Crutcher Rock,-74.35,-72.8
Антарктида,Cumulus Mountain,-71.85,5.38333
Антарктида,Cunningham Peak,-79.2667,-86.2
Антарктида,Cushing Peak,-64.1,-62.4167
Антарктида,Cutcliffe Peak,-70.5333,65.2833
Антарктида,D'Urville Monument,-63.4167,-56.3
Антарктида,Dagger Peak,-63.9167,-57.4833
Антарктида,Daggoo Peak,-65.75,-62.3333
Антарктида,Dallmeyer Peak,-64.8833,-62.75
Антарктида,Dalsnuten Peak,-72.6,-3.18333
Антарктида,Dalsnuten Peak,-72.59417,-3.17583
Антарктида,Freshfield Nunatak,-80.4667,-24.8833
Антарктида,Friedmann Peak,-79.85,156.75
Антарктида,Frigga Peak,-66.4167,-64.0
Антарктида,Friis-Baastad Peak,-72.8833,-3.3
Антарктида,Frio Peak,-78.1333,162.867
Антарктида,Frontier Mountain,-72.9833,160.333
Антарктида,Fry Peak,-71.05,-63.6667
Антарктида,Frölich Peak,-65.5333,-63.8
Антарктида,Fuchs Dome,-80.6,-27.8333
Антарктида,Fukushima Peak,-78.5586,-85.5711
Антарктида,Fulcrum,-78.0333,161.117
Антарктида,Fuller Dome,-86.6333,-156.3
Антарктида,Föhn Bastion,-69.5167,-68.6
Антарктида,Gabriel Peak,-65.6,-62.65
Антарктида,Galatos Peak,-71.9667,163.717
Антарктида,Galen Peak,-64.3667,-62.4333
Антарктида,Galicia Peak,-78.5083,-85.7
Антарктида,Galkin Nunatak,-73.45,-65.9167
Антарктида,Gallaher Peak,-85.45,-138.3
Антарктида,Gambacorta Peak,-84.0333,-56.05
Антарктида,Gambone Peak,-71.75,164.233
Антарктида,Gap Nunatak,-67.9,62.4833
Антарктида,Gardner Nunatak,-74.4333,-72.7667
Антарктида,Garnet Hill,-60.7333,-45.6333
Антарктида,Garnet Hill,-60.719,-45.617
Антарктида,Gatlin Peak,-70.7833,-63.3
Антарктида,Gawne Nunatak,-76.05,-135.4
Антарктида,Gaylord Nunatak,-74.9333,-72.1333
Антарктида,Geikie Nunatak,-80.4,-25.8667
Антарктида,George Nunatak,-85.5833,-145.433
Антарктида,Gerber Peak,-65.1167,-63.2833
Антарктида,Giannini Peak,-71.0,-62.8333
Антарктида,Gigen Peak,-63.6886,-58.4147
Антарктида,Gilliamsen Peak,-71.85,-70.333333333
Антарктида,Giovanni Peak,-70.033333333,-71.366666666
Антарктида,Giró Nunatak,-82.2167,-42.0333
Антарктида,Giró Nunatak,-82.22145,-41.98283
Антарктида,Giza Peak,-71.3333,-68.2667
Антарктида,Gjelsvik Peak,-85.3167,-168.0
Антарктида,Glen Peak,-66.7667,-67.4
Антарктида,Glen Peak,-60.76667,-67.4
Антарктида,Gless Peak,-72.2,165.85
Антарктида,Gneysovaya Peak,-71.55,12.1667
Антарктида,Goldich Crest,-77.4914,161.674
Антарктида,Goldstream Peak,-86.6833,-148.5
Антарктида,Gomez Nunatak,-73.95,-68.6333
Антарктида,Goodwin Peak,-85.9,-129.183
Антарктида,Gothic Peak,-72.0167,164.8
Антарктида,Gould Peak,-78.1167,-155.25
Антарктида,Gourdon Peak,-65.08904,-63.99616
Антарктида,Gourdon Peak,-65.0833,-64.0
Антарктида,Governor Mountain,-69.7167,158.717
Антарктида,Goward Peak,-69.6,-72.3167
Антарктида,Graben Horn,-71.8,12.0333
Антарктида,Daniels Hill,-70.5667,-64.6
Антарктида,Daniels Hill,-70.54815,-64.52456
Антарктида,Darnell Nunatak,-80.45,155.9
Антарктида,Dartmouth Peak,-80.2,157.683333333
Антарктида,Datum Peak,-77.9667,163.85
Антарктида,Davies Dome,-63.8833,-58.05
Антарктида,Davies Top,-69.4,-64.9333
Антарктида,Davison Peak,-77.8833,164.067
Антарктида,Dawson Peak,-83.8333,162.55
Антарктида,Daykovaya Peak,-71.4667,12.1833
Антарктида,Dayné Peak,-64.9,-63.6
Антарктида,DeGalan Peak,-80.1167,155.917
Антарктида,DeWitt Nunatak,-84.8167,-67.7
Антарктида,Den Hartog Peak,-84.3333,178.867
Антарктида,Dentine Peak,-71.5833,163.733
Антарктида,Depot Nunatak,-77.75,160.067
Антарктида,Derrick Peak,-80.0667,156.383
Антарктида,Deschanel Peak,-68.9167,-67.2333
Антарктида,Detrick Peak,-77.5333,169.1
Антарктида,Devold Peak,-72.25,26.7333
Антарктида,Dewar Nunatak,-67.3333,-68.25
Антарктида,Dibble Peak,-77.483333333,169.05
Антарктида,Dillon Peak,-73.2833,-62.6667
Антарктида,Dimaryp Peak,-63.4333,-57.0333
Антарктида,Dingle Dome,-67.05,48.9
Антарктида,Director Nunatak,-66.8167,-65.1
Антарктида,Dirtbag Nunatak,-85.5333,-144.867
Антарктида,Dobson Dome,-64.0333,-57.9167
Антарктида,Dolan Peak,-85.9333,-133.25
Антарктида,Doll Peak,-80.3,155.1
Антарктида,Dome Nunatak,-77.0167,161.45
Антарктида,Domen Butte,-72.7167,-3.83333
Антарктида,Domen Butte,-72.71667,-3.83333
Антарктида,Doppler Nunatak,-74.85,-71.6833
Антарктида,Dot Peak,-79.7667,159.167
Антарктида,Doublefinger Peak,-76.8833,162.25
Антарктида,Douglas Peak,-66.4,52.4667
Антарктида,Doumer Hill,-64.85,-63.5667
Антарктида,Dovers Peak,-69.7,64.4333
Антарктида,Downham Peak,-64.2833,-58.9
Антарктида,Drabek Peak,-71.0833,166.617
Антарктида,Drake Nunatak,-85.2833,-89.3333
Антарктида,Drune Hill,-71.3167,-68.3167
Антарктида,Du Toit Nunataks,-80.7167,-25.8333
Антарктида,Dufek Mountain,-72.1667,24.75
Антарктида,Duncan Bluff,-79.95,155.96667
Антарктида,Duncan Bluff,-79.95,155.967
Антарктида,Dybvadskog Peak,-79.3167,-86.35
Антарктида,Dykes Peak,-77.2167,161.033
Антарктида,Dyrdal Peak,-83.4167,-51.3833
Антарктида,Atwater Hill,-66.1833,-66.6333
Антарктида,Aughenbaugh Peak,-82.616666666,-52.816666666
Антарктида,Aurora Peak,-67.383333333,144.2
Антарктида,Austhjelmen Peak,-71.7,26.466666666
Антарктида,Austhjelmen Peak,-71.68333,26.6
Антарктида,Aztec Mountain,-77.8,160.516666666
Антарктида,Bailey Ridge,-77.2,-145.033
Антарктида,Baillie Peak,-83.3667,161.0
Антарктида,Baillieu Peak,-67.85,60.7667
Антарктида,Baines Nunatak,-80.3167,-23.9667
Антарктида,Balchen Mountain,-72.0,27.2
Антарктида,Baldwin Peak,-64.3833,-60.75
Антарктида,Ball Peak,-77.5667,162.783
Антарктида,Bamse Mountain,-72.25,22.3
Антарктида,Banded Peak,-85.05,-166.083
Антарктида,Banna Peak,-79.9167,155.05
Антарктида,Barker Peak,-77.5,168.3
Антарктида,Barnes Peak,-84.3833,167.567
Антарктида,Barnum Peak,-85.3833,-171.667
Антарктида,Bartholin Peak,-67.2833,-66.7
Антарктида,Basilica Peak,-70.0333,159.333
Антарктида,Bates Peak,-69.5833,-72.8
Антарктида,Bautaen Peak,-71.9667,25.95
Антарктида,Bayet Peak,-65.0333,-63.0167
Антарктида,Beacon Dome,-86.1333,-146.417
Антарктида,Beagle Peak,-69.6167,-71.6
Антарктида,Beale Peak,-80.3,155.5
Антарктида,Beard Peak,-86.6667,-145.417
Антарктида,Beck Peak,-86.0833,-158.967
Антарктида,Behaim Peak,-68.7833,-66.7167
Антарктида,Bell Peak,-85.3667,-164.233
Антарктида,Benes Peak,-76.0333,-124.117
Антарктида,Bengaard Peak,-83.3167,163.483
Антарктида,Bennett Spires,-83.85,-56.1667
Антарктида,Berg Peak,-71.5333,161.783
Антарктида,Berry Bastion,-80.216666666,157.183333333
Антарктида,Bertalan Peak,-72.0667,167.133
Антарктида,Bessinger Nunatak,-85.0833,-64.6833
Антарктида,Beta Peak,-75.85,160.1
Антарктида,Bettle Peak,-77.7883,163.531
Антарктида,Bildad Peak,-65.8167,-62.6
Антарктида,Binn Peak,-62.7172,-60.4248
Антарктида,Biretta Peak,-73.0667,163.2
Антарктида,Bishop Peak,-78.1667,162.15
Антарктида,Black Thumb,-68.4167,-66.8833
Антарктида,Blackburn Nunatak,-83.8167,-66.2167
Антарктида,Blair Peak,-67.8,62.8833
Антарктида,Blancmange Hill,-64.0,-57.6667
Антарктида,Blizzard Peak,-84.6333,164.133
Антарктида,Block Peak,-85.6833,176.217
Антарктида,Blodwen Peak,-71.3333,-68.3667
Антарктида,Blundell Peak,-69.4,76.1
Антарктида,Blümcke Knoll,-66.8333,-68.0
Антарктида,Boeger Peak,-75.8167,-116.1
Антарктида,Bomb Peak,-77.5333,169.25
Антарктида,Bon Docteur Nunatak,-66.6667,140.017
Антарктида,Botnnuten,-70.4,38.016666666
Антарктида,Una Peaks,-65.1067,-63.9406
Антарктида,Jøkulkyrkja,-71.883333333,6.666666666
Антарктида,Abbott Peak,-77.4333,167.0
Антарктида,Abercrombie Crests,-81.0,160.15
Антарктида,Adams Crest,-80.333333333,155.55
Антарктида,Admiralen Peak,-62.1,-58.5
Антарктида,Ainley Peak,-77.5,169.033333333
Антарктида,Airdrop Peak,-83.75,172.75
Антарктида,Aldi Peak,-80.283333333,154.833333333
Антарктида,Aldridge Peak,-72.45,167.4
Антарктида,Alencar Peak,-65.4,-63.8833
Антарктида,Alexander Peak,-77.4667,-146.8
Антарктида,All Black Peak,-71.8,163.95
Антарктида,Allen Knoll,-63.6667,-58.5833
Антарктида,Allen Peak,-77.5667,-86.85
Антарктида,Allowitz Peak,-71.1333,167.65
Антарктида,Altar Mountain,-77.9,160.85
Антарктида,Ambalada Peak,-75.95,158.383
Антарктида,Amphibole Peak,-84.7333,-173.433
Антарктида,Anders Peak,-71.75,9.01667
Антарктида,Anderson Dome,-73.5,-93.9
Антарктида,Anderson Pyramid,-70.7667,159.933
Антарктида,Anderson Summit,-85.05,-90.8833
Антарктида,Andersson Peak,-64.8667,-61.0333
Антарктида,Andrews Peak,-72.2833,165.417
Антарктида,Anemometer Hill,-68.1833,-67.0
Антарктида,Anemometer Hill,-68.18769,-66.99376
Антарктида,Angle Peak,-71.75,-62.05
Антарктида,Annexstad Peak,-76.6833,-125.867
Антарктида,Anvil Crag,-62.2,-58.4833
Антарктида,Anvil Crag,-62.1917,-58.4833
Антарктида,Apollo Peak,-77.5,160.8
Антарктида,Archer Peak,-71.894,171.167
Антарктида,Arctowski Peak,-73.733333333,-61.466666666
Антарктида,Armstrong Peak,-66.4,53.3833
Антарктида,Asher Peak,-75.7333,-129.183
Антарктида,Astarte Horn,-71.666666666,-68.866666666
Антарктида,Granitnaya Mountain,-72.1333,11.6333
Антарктида,Graphite Peak,-85.05,172.75
Антарктида,Graser Nunatak,-74.9167,-70.2
Антарктида,Gray Peak,-84.3333,173.933
Антарктида,Greaves Peak,-62.4542,-59.9894
Антарктида,Greegor Peak,-76.8833,-145.233
Антарктида,Green Nunatak,-81.1167,156.567
Антарктида,Greenshields Peak,-65.6667,-64.3667
Антарктида,Griffith Peak,-85.7833,-131.517
Антарктида,Grigg Peak,-71.4333,167.15
Антарктида,Grootes Peak,-78.05,161.6
Антарктида,Grossenbacher Nunatak,-74.8667,-74.0167
Антарктида,Guardian Nunatak,-83.8167,173.233
Антарктида,Gulliver Nunatak,-66.2,-62.6667
Антарктида,Gurkha Peak,-77.6586,163.262
Антарктида,Gygra Peak,-71.9667,3.26667
Антарктида,Gygra Peak,-71.96667,3.26667
Антарктида,Habermehl Peak,-71.816666666,6.916666666
Антарктида,Hachinosu Peak,-69.0167,39.5833
Антарктида,Hadley Peak,-85.016666666,-90.666666666
Антарктида,Hag Pike,-68.95,-66.9833
Антарктида,Hageman Peak,-71.716666666,-70.8
Антарктида,Haggerty Hill,-77.95,164.2
Антарктида,Hales Peak,-64.1333,-62.15
Антарктида,Half Black Peak,-71.7833,163.667
Антарктида,Hallam Peak,-77.6483,163.383
Антарктида,Halverson Peak,-71.7833,164.733
Антарктида,Hamartind Peak,-72.55,0.65
Антарктида,Hamer Hill,-64.53556667,-59.59439667
Антарктида,Hamer Hill,-64.5333,-59.5833
Антарктида,Hamner Nunatak,-78.55,157.933
Антарктида,Handler Ridge,-72.5,167.0
Антарктида,Hannah Peak,-82.6,-53.1667
Антарктида,Hansen Nunatak,-74.8,162.333
Антарктида,Hanson Peak,-71.35,170.3
Антарктида,Hardiman Peak,-85.0167,-169.383
Антарктида,Hare Peak,-84.9833,174.283
Антарктида,Hargrave Hill,-64.0167,-60.1833
Антарктида,Harris Peak,-64.6,-61.7833
Антарктида,Harris Peak,-77.5667,162.7
Антарктида,Harrison Peak,-72.4,166.65
Антарктида,Harvey Peak,-79.2167,157.017
Антарктида,Harvey Summit,-78.31444444,162.3025
Антарктида,Haskill Nunatak,-83.4,-51.75
Антарктида,Mount Weller,-67.28333,50.66667
Антарктида,Mount Weller,-67.2833,50.6667
Антарктида,Hauron Peak,-64.9333,-62.9833
Антарктида,Haven Mountain,-80.0333,155.2
Антарктида,Haverly Peak,-65.1,-63.55
Антарктида,Hayes Peak,-67.4667,60.7667
Антарктида,Dzema Peak,-85.75,-138.0
Антарктида,Dziura Nunatak,-71.7333,161.25
Антарктида,East Beacon,-77.8333,160.9
Антарктида,East Egerton,-80.8333,158.1
Антарктида,Eaton Nunatak,-75.1667,-72.0
Антарктида,Ebony Wall,-63.9167,-59.15
Антарктида,Edge Rocks,-83.9833,-52.9167
Антарктида,Egil Peak,-72.4,1.3
Антарктида,Egress Peak,-81.4,158.9
Антарктида,Eilefsen Peak,-76.8667,-146.417
Антарктида,Eilers Peak,-80.0667,159.467
Антарктида,Einthoven Hill,-64.2333,-62.15
Антарктида,Eisner Peak,-68.8333,-65.75
Антарктида,Ekho Mountain,-71.4667,15.4333
Антарктида,El Pulgar,-71.48333,161.76667
Антарктида,El Pulgar,-71.4833,161.767
Антарктида,Elbow Peak,-83.5333,-56.6167
Антарктида,Eld Peak,-69.3333,157.2
Антарктида,Elder Peak,-81.1167,157.333
Антарктида,Elliott Nunatak,-85.2667,-89.7167
Антарктида,Elmers Nunatak,-83.9667,-55.4167
Антарктида,Emerald Nunatak,-69.65,-69.9833
Антарктида,Engebretson Peak,-78.133333333,162.45
Антарктида,England Peak,-82.6167,-52.8167
Антарктида,Enigma Peak,-69.5667,-72.7333
Антарктида,Erehwon Nunatak,-74.5167,-76.6833
Антарктида,Escalade Peak,-78.6333,159.367
Антарктида,Espenschied Nunatak,-73.5833,-77.8667
Антарктида,Esser Hill,-77.9333,164.083
Антарктида,Esther Nunatak,-61.95,-57.8333
Антарктида,Evans Butte,-85.9167,-145.267
Антарктида,Evans Butte,-85.91667,-145.26667
Антарктида,Evans Peak,-78.2833,-85.9667
Антарктида,Evlogi Peak,-62.988333333,-62.54
Антарктида,Exile Nunatak,-70.316666666,-71.266666666
Антарктида,Fadden Peak,-85.4833,-142.717
Антарктида,Fairchild Peak,-83.8667,165.683
